id,type_of_logement_raw,ville_raw,quartier_raw,room_nb_raw,bedroom_nb_raw,surface_raw,price_raw
2456,Appartement,Paris 11,Nation-Alexandre Dumas,3,2,59,735000
2457,Appartement,Saint-Denis,République-Gare-Porte de Paris,4,3,86.34,199900
2458,Maison,Etampes,Saint Pierre,3,2,75,199000
2459,Maison,Etampes,Centre Ville,8,6,161.59,225000
2460,Maison,Conflans-Sainte-Honorine,Chennevieres,6,4,90,319900
2461,Appartement,Saint-Denis,République-Gare-Porte de Paris,3,2,68.2,252000
2462,Maison,La-Celle-Saint-Cloud,La Jonchère-Les Sablons,7,4,206,1280000
2463,Maison,Saint-Maur-des-Fossés,Le Parc ,8,5,194.3,1170000
2464,Appartement,,,3,2,69,511000
2465,Appartement,Levallois-Perret,"Villiers-L, Michel",3,2,42,440000
2466,Appartement,Savigny-sur-Orge,Henri Ouzilleau,4,3,65.54,126000
2467,Appartement,Paris 07,Invalides,2,1,69,950000
2468,Appartement,Sainte-Geneviève-des-Bois,Liers,4,2,74,144050
2469,Appartement,Paris 14,Didot-Porte de Vanves,2,1,48.56,511000
2470,Appartement,Saint-Mandé,Saint Louis,4,2,77.01,774500
2471,Appartement,Pontoise,Centre Ville,3,2,60,164000
2472,Appartement,,,2,1,36.43,150000
2473,Maison,Vitry-sur-Seine,Gare-Jean Jaurès,4,3,115,520000
2474,Appartement,Clichy,Fournier-Pasteur-Bac d'Asnières,3,2,64.05,585000
2475,Appartement,Clichy,Victor Hugo-République,5,4,119,995000
2476,Appartement,Saint-Ouen,Dock Saint Ouen,5,4,91,669000
2477,Maison,Sannois,Garonnes,6,4,175,860000
2478,Appartement,Paris 13,Dunois-Bibliothèque-Jeanne-d'Arc,4,3,101,1130000
2479,Appartement,Paris 15,Pasteur Montparnasse,4,3,99.35,892500
2480,Maison,Andrésy,Les Iles,5,3,115,473900
2481,Maison,Draveil,Pampoux-Brossolette-Mainville,6,4,140,365000
2482,Maison,,,9,5,240,515000
2483,Appartement,Herblay,Les Courlains-Les Cailloux Gris,4,3,79,299000
2484,Maison,Ormesson-sur-Marne,Sud,5,3,125,450000
2485,Appartement,Paris 07,Saint Thomas d'Aquin,2,1,46.5,1050000
2486,Appartement,Saint-Ouen-sur-Seine,Marie-Godillot-Landy,3,2,57.67,395000
2487,Appartement,Eaubonne,L'Orangerie-Centre Ville,4,3,78,426000
2488,Appartement,Clamart,Jardin Parisien,4,3,69,369000
2489,Appartement,Paris 11,Nation-Alexandre Dumas,2,1,57,665000
2490,Appartement,Vitry-sur-Seine,Centre Ville,4,2,62.42,278000
2491,Appartement,Noisy-le-Grand,Varenne-Centre-Rive Charmante,1,,22.16,147000
2492,Appartement,Andrésy,Le Centre,3,2,70,215000
2493,Maison,Andrésy,Le Centre,4,3,87,317000
2494,Maison,,,7,4,180,795000
2495,Appartement,Paris 11,Nation-Alexandre Dumas,3,2,59,735000
2496,Maison,Etampes,Saint Pierre,3,2,75,199000
2497,Maison,Etampes,Centre Ville,8,6,161.59,225000
2498,Maison,Conflans-Sainte-Honorine,Chennevieres,6,4,90,319900
2499,Appartement,Saint-Denis,République-Gare-Porte de Paris,3,2,68.2,252000
2500,Maison,La-Celle-Saint-Cloud,La Jonchère-Les Sablons,7,4,206,1280000
2501,Maison,Saint-Maur-des-Fossés,Le Parc ,8,5,194.3,1170000
2502,Appartement,Fresnes,Cerisaie-Medicis,2,1,41.8,222000
2503,Appartement,Paris 14,Didot-Porte de Vanves,2,1,48.56,511000
2504,Maison,Vitry-sur-Seine,Gare-Jean Jaurès,4,3,115,520000
2505,Appartement,,,5,3,101,284500
2506,Appartement,,,4,3,73,500000
2507,Appartement,Gagny,Joffre-Chemins des Bourdons ,3,2,65,185000
2508,Appartement,Levallois-Perret,Trezel,4,3,124,1230000
2509,Maison,Clichy-sous-Bois,Bellevue-Coubron,5,3,99,260000
2510,Appartement,Maisons-Alfort,Alfort,3,2,66.7,483000
2511,Maison,Saint-Cloud,Montretout,11,6,270.6,2800000
2512,Appartement,Carrières-sous-Poissy,Le Village,5,3,97,369500
2513,Appartement,Thiais,Le Pave de Grignon,3,2,66,209000
2514,Appartement,Guyancourt,Les Garennes,3,2,71,351000
2515,Appartement,Guyancourt,Les Garennes,4,3,93,437000
2516,Appartement,Villejuif,Barmonts,3,2,66.85,449900
2517,Appartement,Sceaux,Centre,4,2,79.33,519000
2518,Maison,Clamart,Centre,6,4,200,1175000
2519,Appartement,Enghien-les-Bains,Centre Ville-Commerce,4,3,85,630000
2520,Appartement,Achères,Plantes d'Ennemont,3,2,67,168500
2521,Maison,,,5,3,99,241000
2522,Maison,,,10,5,350,1150000
2523,Appartement,Saint-Fargeau-Ponthierry,Florelites-Constant Gallon,2,1,47,166749
2524,Maison,,,4,3,90,343200
2525,Appartement,Thiais,Les Saules,2,1,44,219000
2526,Appartement,Poissy,Les Hameaux,1,,35,159000
2527,Appartement,Paris 14,Jean Moulin-Porte d'Orléans,4,2,83.2,995000
2528,Appartement,Paris 13,Patay-Masséna,2,1,43,445000
2529,Appartement,La Garenne-Colombes,Chateau Ridel,3,2,68,629000
2530,Appartement,Paris 07,Gros Caillou,6,3,125,2105000
2531,Appartement,Saint-Denis,La Plaine-Stade de France,4,2,84,460000
2532,Appartement,Paris 05,Saint Victor,3,3,71.21,1272000
2533,Maison,Livry-Gargan,Collavéri-Kubacki,4,3,60,310000
2534,Maison,,,7,5,136,417500
2535,Appartement,Paris 02,Montorgueil-Saint Denis,4,2,80,1100000
2536,Maison,,,6,4,146,710000
2537,Appartement,Paris 07,Gros Caillou,1,,17,270000
2538,Appartement,Maisons-Alfort,Les Planètes,3,2,51,278000
2539,Maison,Mantes-la-Jolie,Gassicourt,5,4,109.3,229000
2540,Maison,,,8,5,210,1095000
2541,Maison,Conflans-Sainte-Honorine,Romagne,5,3,110.8,399900
2542,Maison,,,4,3,87,228000
2543,Maison,La Ferte sous Jouarre,Est Sud Ouest,8,5,268,330000
2544,Appartement,,,3,2,74,189000
2545,Appartement,Etampes,Saint Martin Sud,3,2,58,143000
2546,Appartement,Paris 08,Elysées-Madeleine,3,1,70.3,990000
2547,Appartement,Issy-les-Moulineaux,Epinettes,2,1,53,385000
2548,Appartement,Paris 10,Chateau d'Eau-Lancry,1,,15,218000
2549,Appartement,Paris 14,Didot-Porte de Vanves,2,1,38.51,432600
2550,Appartement,Rungis,Rungis Ville,3,2,64,298000
2551,Appartement,Paris 06,Odéon,2,1,72.8,1280000
2552,Maison,Argenteuil,Orgemont-Bellevue,5,3,133,398000
2553,Appartement,Claye-Souilly,Centre Sud,3,2,63,260000
2554,Maison,,,5,4,110,373000
2555,Appartement,Vitry-sur-Seine,Le Plateau,3,2,67.87,259000
2556,Appartement,Paris 12,Bel-Air Sud,4,2,82,995000
2557,Appartement,Corbeil-Essonnes,Rive Droite-Apport Paris Gare,3,2,66.16,149900
2558,Appartement,Clamart,Trivaux-La Garenne 3F,3,2,67.17,280800
2559,Maison,,,7,5,282,680000
2560,Maison,Cergy,Port Ham-Village,7,5,154,549000
2561,Maison,,,7,4,240,440000
2562,Appartement,,,3,2,64,124000
2563,Maison,Pontault-Combault,Bois Notre Dame,5,3,80,345000
2564,Maison,Etampes,Centre Ville,3,2,110,230000
2565,Maison,Antony,Guillebaud-Beauv Vallon-Les Rabats-Antonypole,6,5,155,750000
2566,Appartement,Paris 17,Péreire-Malesherbes,6,4,194.5,2595000
2567,Appartement,,,2,1,42.38,225000
2568,Appartement,Crosne,Plaine Haute,4,3,68,159000
2569,Appartement,Crosne,Plaine Haute,4,3,68,166000
2570,Maison,,,4,3,83,265000
2571,Maison,Maisons-Alfort,Charentonneau,4,3,63,470000
2572,Appartement,Elancourt,La Clef Saint Pierre,3,2,64.9,196000
2573,Appartement,Courcouronnes,Canal,2,1,52,129000
2574,Appartement,Paris 16,Muette Nord,5,3,136.12,1685000
2575,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,4,3,84,1150000
2576,Appartement,Paris 08,Elysées-Madeleine,5,3,142,2133797
2577,Appartement,Paris 16,Chaillot,8,4,282,3350000
2578,Maison,,,7,6,140,341000
2579,Appartement,Paris 04,Arsenal,1,,29.54,450000
2580,Appartement,Cergy,Le Point du Jour-Centre Gare,3,2,56.71,195000
2581,Appartement,,,4,3,91.85,264000
2582,Appartement,,,4,3,80,211000
2583,Appartement,Limay,Nationale-Couture,4,2,75,159000
2584,Appartement,Paris 16,Auteuil Nord,7,5,188,1950000
2585,Maison,Palaiseau,Centre Ouest,6,4,115,549000
2586,Maison,,,4,3,62.93,234000
2587,Maison,,,5,4,190,330000
2588,Maison,,,4,3,91,230000
2589,Appartement,Argenteuil,Centre Ville-Basilique,4,2,85,219000
2590,Maison,Dammarie les Lys,Bois et Forêt de Fontainebleau,3,2,68.08,195000
2591,Appartement,Rosny-sous-Bois,Centre Ville,4,3,83.17,230000
2592,Appartement,Saint-Denis,Franc Moisin-Bel Air,2,1,35,150000
2593,Appartement,Chilly-Mazarin,Croix-Blanche-Cardinal-Bel Abord,3,2,72.52,215000
2594,Maison,Meaux,Beauval Aragon,8,6,205,495000
2595,Maison,Yerres,Gambetta-Brossolette-Gare,8,5,245,870000
2596,Appartement,,,3,2,34.88,220000
2597,Maison,Sartrouville,La Plaine,5,3,85,555000
2598,Appartement,Paris 09,Trudaine-Maubeuge,2,1,63.7,540000
2599,Appartement,Paris 20,Saint Blaise,3,2,62,587000
2600,Appartement,Corbeil-Essonnes,Rive Droite-Apport Paris Gare,3,2,58,149500
2601,Appartement,Herblay sur Seine,La Tournade,4,2,77.53,255000
2602,Maison,Meudon,Val Fleury,8,6,325,2680000
2603,Appartement,Paris 17,Courcelles-Wagram,7,4,260,3380000
2604,Maison,,,6,4,160,552000
2605,Maison,Argenteuil,Coteaux-Felifeu,9,4,147,355000
2606,Maison,Etampes,Centre Ville,7,5,180,185000
2607,Maison,Saint-Rémy-Lès-Chevreuse,Sud Yvette,6,5,123,498000
2608,Appartement,Paris 04,Saint Merri,3,2,57,950000
2609,Appartement,Argenteuil,Val Notre Dame-Ambroise Thomas,3,2,65,250000
2610,Appartement,Paris 06,Saint Germain des Prés,5,3,138,3200000
2611,Appartement,Paris 15,Georges Brassens,4,2,84,850000
2612,Maison,Houilles,Réveil Matin,5,4,143,740000
2613,Maison,Montesson,La Plaine,5,3,177,649000
2614,Appartement,Rambouillet,Patenotre Petit Parc,1,,36,158000
2615,Maison,,,5,4,95,240000
2616,Appartement,Antony,Guillebaud-Beauv Vallon-Les Rabats-Antonypole,3,2,92,382000
2617,Appartement,Lognes,Mandinet Sud,3,2,60.79,199000
2618,Appartement,Saint-Germain-en-Laye,Forêt,4,3,69,239900
2619,Appartement,Saint-Germain-en-Laye,Forêt,3,2,76,345000
2620,Appartement,Asnières-sur-Seine,Bac-Bécon-Flachat-Gare,4,2,68.23,466000
2621,Maison,,,7,5,320,590000
2622,Appartement,Bezons,Chene Est,3,2,65,220000
2623,Appartement,Paris 06,Saint Placide,5,3,154.24,2750000
2624,Maison,Fontenay-sous-Bois,Plateau,6,4,118,617000
2625,Maison,,,5,4,106,319000
2626,Appartement,Versailles,Notre Dame,5,3,157,1055750
2627,Maison,,,4,3,61,189900
2628,Appartement,Paris 15,Alleray Procession,2,1,63,650000
2629,Appartement,Paris 06,Monnaie,3,1,77.44,1470000
2630,Appartement,Evry,Village,4,2,68,115000
2631,Maison,Saint-Fargeau-Ponthierry,Cités Leroy,5,4,124,270000
2632,Appartement,Antony,Guillebaud-Beauv Vallon-Les Rabats-Antonypole,5,4,106.18,472000
2633,Maison,Pontoise,Saint Jean-Les Patis,5,3,90,275000
2634,Maison,Athis-Mons,Le Plateau Pyramide,5,3,120,340000
2635,Appartement,Saint-Denis,République-Gare-Porte de Paris,2,1,38,139900
2636,Appartement,Epinay sur Seine,Gallieni-De Lattre de Tassigny,3,2,63,190000
2637,Appartement,Paris 15,Cambronne-Garibaldi,5,3,142,2250000
2638,Appartement,Paris 07,Ecole Militaire,5,3,142,2250000
2639,Appartement,Paris 17,Champerret-Berthier,6,4,152,1550000
2640,Appartement,Corbeil-Essonnes,Pressoir-Prompt-Bas Coudray,3,2,63.55,152600
2641,Appartement,Bry-sur-Marne,Centre Ancien,3,2,73,350000
2642,Appartement,,,5,3,130,545000
2643,Maison,Montigny-le-Bretonneux,Le Village,7,4,162,899000
2644,Maison,Bougival,Les Hauts de Bougival,8,6,200,899000
2645,Maison,Fontenay-sous-Bois,Victor Hugo,6,4,160,745000
2646,Appartement,Bougival,Les Hauts de Bougival,5,4,83,342000
2647,Appartement,,,3,2,44,92000
2648,Appartement,Puteaux,Front de Seine-Bellini,4,2,126.22,790000
2649,Appartement,Paris 15,Pasteur Montparnasse,2,1,41.28,480250
2650,Appartement,Sartrouville,La Vaudoire-Centre Ville,2,1,50,289000
2651,Maison,Gif-sur-Yvette,Moulon-Vatonne Centre,8,5,174,750000
2652,Appartement,Paris 04,Ile de la Cité,1,,25.43,375000
2653,Maison,,,8,4,200,780000
2654,Appartement,Osny,Centre,3,2,55,185000
2655,Appartement,Brie-Comte-Robert,Leclerc-Centre Ouest,2,1,43.14,149000
2656,Maison,Cergy,Le Hazay-Les Essarts,7,5,111.3,373000
2657,Appartement,Saint-Denis,Cosmonautes,3,2,59,192000
2658,Maison,Houilles,Belles Vues,4,3,73,425000
2659,Appartement,Paris 11,Belleville-Saint Maur,2,1,40,546000
2660,Maison,,,6,4,124,267750
2661,Maison,Ermont,Ancien Centre Ville,5,3,110,430500
2662,Appartement,Paris 05,Jardin des Plantes,3,1,49,635000
2663,Appartement,Nogent-sur-Marne,Le Bois,3,2,61.09,410000
2664,Appartement,Saint-Denis,Centre Ville-Basilique,4,3,97.63,399900
2665,Appartement,Issy-les-Moulineaux,Corentin Celton,3,1,69.16,475000
2666,Appartement,Châtillon,Brossolette-Vieux Bourg-Malraux,4,2,97.81,699000
2667,Appartement,Saint-Cloud,Coteaux,4,3,161,1750000
2668,Appartement,Paris 13,Salpêtrière-Austerlitz,2,1,40,419000
2669,Maison,Savigny-sur-Orge,Armée Leclerc-Jean Allemane,7,5,140,448000
2670,Appartement,Savigny-sur-Orge,Armée Leclerc-Henri Dunant,2,1,57.3,159600
2671,Maison,Savigny-sur-Orge,La Fontaine Blanche,5,3,111,339000
2672,Appartement,Savigny-sur-Orge,Van Gogh-Gambetta,3,2,49.11,108000
2673,Appartement,Antony,Bois de Verrières-Coulée Verte-Parc Heller,2,1,37,315000
2674,Maison,,,6,4,124,267750
2675,Maison,Maule,Bas,7,4,160,469000
2676,Maison,Aubergenville,Trait Union,4,3,90,299000
2677,Maison,Ermont,Ancien Centre Ville,5,3,110,430500
2678,Appartement,Paris 05,Jardin des Plantes,3,1,49,635000
2679,Appartement,Clichy,Victor Hugo-République,5,4,119,995000
2680,Maison,Sannois,Garonnes,6,4,175,860000
2681,Appartement,Saint-Denis,Centre Ville-Basilique,4,3,97.63,399900
2682,Maison,Andrésy,Les Iles,5,3,115,473900
2683,Appartement,Saint-Cloud,Coteaux,4,3,161,1750000
2684,Maison,Draveil,Pampoux-Brossolette-Mainville,6,4,140,365000
2685,Maison,,,9,5,240,515000
2686,Appartement,Herblay,Les Courlains-Les Cailloux Gris,4,3,79,299000
2687,Maison,Ormesson-sur-Marne,Sud,5,3,125,450000
2688,Appartement,Saint-Ouen-sur-Seine,Marie-Godillot-Landy,3,2,57.67,395000
2689,Appartement,Eaubonne,L'Orangerie-Centre Ville,4,3,78,426000
2690,Appartement,Clamart,Jardin Parisien,4,3,69,369000
2691,Appartement,Noisy-le-Grand,Varenne-Centre-Rive Charmante,1,,22.16,147000
2692,Appartement,Vitry-sur-Seine,Centre Ville,4,2,62.42,278000
2693,Appartement,Puteaux,La Défense,3,1,65,435000
2694,Appartement,Chevilly Larue,Larue,4,2,78,298000
2695,Appartement,Andrésy,Le Centre,3,2,70,215000
2696,Maison,Andrésy,Le Centre,4,3,87,317000
2697,Maison,,,7,4,180,795000
2698,Appartement,Persan,Vieux Persan,4,3,70,178200
2699,Appartement,Paris 16,Muette Nord,8,5,262.62,2990000
2700,Appartement,Villeneuve-la-Garenne,"A, Sisley",3,2,66,296400
2701,Appartement,Le Pecq,Grandchamp,3,2,61,241500
2702,Appartement,Saint-Germain-en-Laye,Général Leclerc,5,3,95,518000
2703,Appartement,Andrésy,Denouval,3,2,64.87,189000
2704,Maison,,,7,5,251,699000
2705,Maison,Conflans-Sainte-Honorine,Plateau du Moulin,5,3,150,458850
2706,Maison,Sucy-en-Brie,Le Centre,6,4,141,515000
2707,Appartement,Colombes,Agent Sarre-Centre-Les Vallées-La Garenne,4,3,96,630000
2708,Maison,,,9,5,219,985000
2709,Maison,,,7,4,188,625000
2710,Maison,Rueil-Malmaison,Centre Ville,10,9,165,1186000
2711,Appartement,Pantin,Ourcq-Hoche,2,1,47.66,404000
2712,Appartement,Paris 02,Montorgueil-Saint Denis,4,2,110.76,1550000
2713,Appartement,Puteaux,République,2,1,50,460000
2714,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,6,4,152,1550000
2715,Maison,,,8,5,170,595000
2716,Maison,Yerres,Bellevue-Centre Ville,7,5,160,523000
2717,Maison,Clamart,Trivaux-La Garenne 3F,5,3,145,740000
2718,Maison,Châtenay-Malabry,Houssières,9,4,250,1340000
2719,Appartement,,,5,2,110,1545000
2720,Maison,Sèvres,Brancas-Fontenelles-Beauregard,7,3,150,870000
2721,Appartement,Paris 16,Porte Dauphine,5,3,150,1975000
2722,Appartement,Paris 03,Arts et Métiers,4,2,140,1840000
2723,Appartement,Boulogne-Billancourt,Billancourt–Rives de Seine,3,2,74,640000
2724,Maison,,,4,3,90,343200
2725,Appartement,Achères,Plantes d'Ennemont,3,2,67,168500
2726,Maison,,,5,3,99,241000
2727,Maison,,,10,5,350,1150000
2728,Appartement,Saint-Fargeau-Ponthierry,Florelites-Constant Gallon,2,1,47,166749
2729,Appartement,Paris 14,Jean Moulin-Porte d'Orléans,4,2,83.2,995000
2730,Maison,,,8,5,170,595000
2731,Maison,Yerres,Bellevue-Centre Ville,7,5,160,523000
2732,Appartement,Thiais,Les Saules,2,1,44,219000
2733,Appartement,Poissy,Les Hameaux,1,,35,159000
2734,Maison,Clamart,Trivaux-La Garenne 3F,5,3,145,740000
2735,Maison,Châtenay-Malabry,Houssières,9,4,250,1340000
2736,Appartement,Paris 13,Patay-Masséna,2,1,43,445000
2737,Appartement,,,4,3,94,1180000
2738,Maison,,,7,4,165,365000
2739,Maison,,,6,4,175,517000
2740,Maison,Vaucresson,Plateau Thery-Centre Ancien,5,3,178,1890000
2741,Appartement,Lagny-sur-Marne,Déviation route Nationale Nord,4,3,104,225000
2742,Maison,,,11,6,259,588000
2743,Appartement,Guyancourt,Villaroy,3,2,62,243000
2744,Maison,,,10,6,293,675000
2745,Maison,,,9,8,300,1133000
2746,Appartement,Savigny-sur-Orge,Charles de Gaulle-Gambetta,4,3,79,298000
2747,Appartement,Ermont,Jules Ferry,4,2,78.04,299000
2748,Maison,,,6,4,118,373000
2749,Appartement,Paris 18,Clignancourt-Jules Joffrin,4,2,106,995000
2750,Maison,,,8,5,302.61,349000
2751,Appartement,Saint-Germain-en-Laye,Forêt,5,3,98,650000
2752,Appartement,Asnières-sur-Seine,Voltaire-Grésillons,3,2,60,395000
2753,Appartement,Livry-Gargan,Marx Dormoy,3,2,58.28,250500
2754,Maison,Marcoussis,Ouest,12,7,300,780000
2755,Appartement,Paris 14,Raspail-Montparnasse,4,3,108,2850000
2756,Appartement,Paris 06,Saint Germain des Prés,2,1,41,750000
2757,Maison,,,4,3,140,325000
2758,Appartement,Malakoff,Les Fosses Rouges,2,1,47.81,325000
2759,Maison,Lagny-sur-Marne,Tassigny-Leclerc Centre,6,4,171,430000
2760,Appartement,Paris 16,Porte Dauphine,4,3,137,1715000
2761,Appartement,Rueil-Malmaison,Rueil sur Seine-Plaine-Gare,7,5,162,1350000
2762,Appartement,Boulogne-Billancourt,Prince–Marmottan,3,2,68,715000
2763,Maison,Bezons,Chene Ouest,5,4,120,466400
2764,Appartement,Nanterre,Vieux Pont,5,4,164,926000
2765,Appartement,La-Celle-Saint-Cloud,Petit Beauregard,4,3,92,295000
2766,Appartement,Paris 17,Péreire-Malesherbes,3,2,100,1578000
2767,Appartement,Athis-Mons,Centre Ville,3,2,85,235000
2768,Appartement,Villeneuve-la-Garenne,"A, Sisley",3,2,68,289500
2769,Appartement,Saint-Cloud,Coteaux,3,2,47,325000
2770,Maison,,,7,4,100,310000
2771,Appartement,Paris 19,Flandre-Aubervilliers,1,,15.21,146000
2772,Maison,Chevilly Larue,Bretagne,5,3,95,548000
2773,Maison,,,6,1,139,308500
2774,Maison,,,6,4,180,990000
2775,Maison,,,5,4,85,260000
2776,Appartement,Villeparisis,Briand,2,1,41,149000
2777,Maison,,,5,4,120,281000
2778,Maison,,,6,4,105,350000
2779,Appartement,Paris 02,Sentier-Bonne Nouvelle,4,2,120,1650000
2780,Maison,Sainte-Geneviève-des-Bois,L'Etang,6,4,135,489000
2781,Appartement,Aubervilliers,Villette Quatre Chemin,4,2,73.32,265000
2782,Appartement,Triel sur Seine,Nord et Ouest,2,1,35.22,97500
2783,Maison,Saint-Maur-des-Fossés,La Varenne,5,3,90,565000
2784,Appartement,Etampes,Centre Ville,4,3,58.35,155000
2785,Appartement,Guyancourt,Villaroy,3,2,62,243000
2786,Maison,,,10,6,293,675000
2787,Appartement,Savigny-sur-Orge,Charles de Gaulle-Gambetta,4,3,79,298000
2788,Maison,,,7,5,182,930000
2789,Appartement,Cergy,Le Hazay-Les Essarts,2,1,40.84,147000
2790,Appartement,Paris 18,Clignancourt-Jules Joffrin,4,2,106,995000
2791,Appartement,Sarcelles,La Pepiniere-Malesherbes,4,3,77.16,227430
2792,Appartement,,,6,3,135,950000
2793,Maison,Coulommiers,Centre Ville Centre et Nord,9,6,236,242000
2794,Appartement,Livry-Gargan,Marx Dormoy,3,2,58.28,250500
2795,Appartement,Paris 14,Raspail-Montparnasse,4,3,108,2850000
2796,Appartement,La-Celle-Saint-Cloud,Petit Beauregard,4,3,92,295000
2797,Appartement,Sartrouville,Le Fresnay-Vieux Pays,4,3,78.91,300000
2798,Maison,,,6,4,155,465000
2799,Maison,,,6,4,154,310000
2800,Appartement,Gagny,Bois de l'Etoile,4,2,100,230000
2801,Appartement,,,4,3,83.56,350000
2802,Appartement,Rosny-sous-Bois,Les Boutours,3,1,69,226000
2803,Appartement,,,3,2,72,515000
2804,Appartement,Neuilly-sur-Seine,Saint James-Delabordère,5,3,95.6,1115000
2805,Appartement,,,3,2,69.09,147000
2806,Appartement,,,3,2,67.15,289000
2807,Appartement,Paris 16,Muette Nord,7,4,267,3950000
2808,Maison,Menucourt,Sud,6,4,120,305000
2809,Appartement,La-Celle-Saint-Cloud,Gressets-Centre-Garenne-Bechevet,3,2,86,357000
2810,Appartement,Ermont,Ermont Eaubonne,5,3,74,229990
2811,Appartement,,,4,3,76.65,229000
2812,Maison,Athis-Mons,Centre Ville,7,5,140,420000
2813,Appartement,Sèvres,Médiathèque-Novembre,3,2,69.1,410000
2814,Appartement,Bussy-Saint-Georges,Centre Ville Nord,3,2,57.05,205000
2815,Maison,,,11,5,180,490000
2816,Appartement,Meaux,Grosse Pierre-Foch-Dunant-Guynemer-Collinet,3,2,74,249000
2817,Maison,Gournay sur Marne,Prés de Noisy-Marx Dormoy,6,4,194.21,472500
2818,Appartement,Paris 10,Saint Vincent de Paul-Lariboisière,3,2,68.1,700000
2819,Appartement,,,4,3,81,410000
2820,Maison,,,6,3,220,388500
2821,Appartement,Mantes-la-Jolie,Gate Vigne,3,2,77,97000
2822,Maison,,,7,4,176,287000
2823,Appartement,Saint-Denis,Centre Ville-Basilique,2,1,33,135000
2824,Maison,,,5,4,190,294000
2825,Maison,Fontainebleau,Centre Ville Nord Ouest,12,4,1130,2600000
2826,Appartement,,,3,2,46,133000
2827,Maison,Maule,Bas,8,5,320,1260000
2828,Maison,,,9,4,245,355000
2829,Appartement,Cergy,Port Ham-Village,2,1,52,139900
2830,Maison,,,7,5,255,699000
2831,Maison,Meaux,Beauval Aragon,5,3,105,156000
2832,Appartement,Chelles,Sud-Les Bords de Marne-Foch,4,3,80,289000
2833,Appartement,Limeil-Brévannes,Les Neufs Saulets,3,2,59,185000
2834,Maison,Clamart,La Gare,7,5,160,1190000
2835,Appartement,Paris 03,Archives,5,3,204,2390000
2836,Maison,,,6,5,295,522500
2837,Maison,Villejuif,Centre Ville Ouest,7,6,109.82,475000
2838,Appartement,Vaucresson,Plateau de Cazes,3,1,73,375000
2839,Maison,Saint-Cyr-l'École,Hôtel de Ville,11,6,200,765000
2840,Maison,Paris 16,Bois de Boulogne,10,6,337,4350000
2841,Appartement,Pontoise,Centre Ville,4,2,110.86,253000
2842,Appartement,,,1,,22.75,115000
2843,Appartement,Saint-Maur-des-Fossés,Le Parc ,5,4,88,588000
2844,Maison,,,6,4,149.06,245000
2845,Appartement,Rosny-sous-Bois,Centre Ville,2,1,35,160000
2846,Maison,,,7,4,180,238000
2847,Maison,,,10,6,330,1595000
2848,Appartement,,,6,4,148.95,3150000
2849,Maison,,,6,3,122,210000
2850,Appartement,,,4,3,88,398000
2851,Appartement,Longjumeau,Jade,3,2,67.1,187000
2852,Maison,Vigneux-sur-Seine,Anatole France-Lepetit et Vergeat,6,3,117,380000
2853,Appartement,Vanves,Insurrection,5,4,115.27,780000
2854,Appartement,Paris 07,Invalides,4,3,141.54,2790000
2855,Maison,,,6,4,180,990000
2856,Maison,,,5,4,85,260000
2857,Appartement,Villeparisis,Briand,2,1,41,149000
2858,Maison,,,5,4,120,281000
2859,Maison,,,6,4,105,350000
2860,Appartement,Paris 02,Sentier-Bonne Nouvelle,4,2,120,1650000
2861,Maison,Sainte-Geneviève-des-Bois,L'Etang,6,4,135,489000
2862,Appartement,Aubervilliers,Villette Quatre Chemin,4,2,73.32,265000
2863,Appartement,Triel sur Seine,Nord et Ouest,2,1,35.22,97500
2864,Maison,Saint-Maur-des-Fossés,La Varenne,5,3,90,565000
2865,Appartement,Etampes,Centre Ville,4,3,58.35,155000
2866,Appartement,,,1,,28.6,160000
2867,Appartement,,,4,2,64.28,275000
2868,Maison,,,6,5,185,521000
2869,Maison,,,7,5,182,930000
2870,Appartement,Chatou,Parc-Hôtel de Ville,3,2,67.22,365000
2871,Maison,Auvers-sur-Oise,Les Berthelées-Les Coteaux-Les Perruchet,5,4,142,458000
2872,Appartement,Cergy,Le Hazay-Les Essarts,2,1,40.84,147000
2873,Appartement,Paris 15,Citroën-Boucicaut,1,,31,390000
2874,Maison,Epinay sur Orge,Les Gares,7,5,140,455000
2875,Maison,,,10,8,300,745000
2876,Appartement,Saint-Germain-en-Laye,Forêt,5,3,98,650000
2877,Appartement,Asnières-sur-Seine,Voltaire-Grésillons,3,2,60,395000
2878,Maison,,,8,4,280,520000
2879,Maison,Rambouillet,Centre Forêt,7,5,160,430000
2880,Maison,Marcoussis,Ouest,12,7,300,780000
2881,Appartement,Paris 06,Saint Germain des Prés,2,1,41,750000
2882,Maison,,,4,3,140,325000
2883,Appartement,Malakoff,Les Fosses Rouges,2,1,47.81,325000
2884,Maison,Lagny-sur-Marne,Tassigny-Leclerc Centre,6,4,171,430000
2885,Appartement,Paris 16,Porte Dauphine,4,3,137,1715000
2886,Appartement,Rueil-Malmaison,Rueil sur Seine-Plaine-Gare,7,5,162,1350000
2887,Appartement,Boulogne-Billancourt,Prince–Marmottan,3,2,68,715000
2888,Maison,Bezons,Chene Ouest,5,4,120,466400
2889,Appartement,Nanterre,Vieux Pont,5,4,164,926000
